Impulse reponse
Numpoints = 65536
SamplingRate = 48000 Hz
Time(s)       Amplitude(V)
1.310417E-02   9.241905E-03
1.312500E-02   8.221511E-03
1.314583E-02   6.187831E-03
1.316667E-02   8.086361E-03
1.318750E-02   9.001872E-03
1.320833E-02   1.125031E-02
1.322917E-02   1.454708E-02
1.325000E-02   1.462716E-02
1.327083E-02   1.829336E-02
1.329167E-02   2.124994E-02
1.331250E-02   2.228677E-02
1.333333E-02   2.417134E-02
1.335417E-02   2.540205E-02
1.337500E-02   2.774875E-02
1.339583E-02   3.046357E-02
1.341667E-02   3.013560E-02
1.343750E-02   3.055261E-02
1.345833E-02   3.247549E-02
1.347917E-02   3.220251E-02
1.350000E-02   3.235992E-02
1.352083E-02   3.271046E-02
1.354167E-02   3.263499E-02
1.356250E-02   3.246175E-02
1.358333E-02   3.033830E-02
1.360417E-02   3.016946E-02
1.362500E-02   3.014756E-02
1.364583E-02   2.768502E-02
1.366667E-02   2.514855E-02
1.368750E-02   2.122154E-02
1.370833E-02   1.648107E-02
1.372917E-02   1.143416E-02
1.375000E-02   5.896686E-03
1.377083E-02   5.556976E-04
1.379167E-02   -2.284000E-03
1.381250E-02   -2.982457E-03
1.383333E-02   -3.249364E-03
1.385417E-02   -2.409162E-03
1.387500E-02   -1.579145E-03
1.389583E-02   -5.456747E-04
1.391667E-02   -6.211677E-04
1.393750E-02   -1.457383E-03
1.395833E-02   -8.491647E-04
1.397917E-02   -7.912144E-05
1.400000E-02   4.709669E-05
1.402083E-02   2.444428E-03
1.404167E-02   4.711921E-03
1.406250E-02   4.750687E-03
1.408333E-02   4.931673E-03
1.410417E-02   4.554555E-03
1.412500E-02   3.181391E-03
1.414583E-02   6.205243E-04
1.416667E-02   -1.656648E-03
1.418750E-02   -2.213807E-03
1.420833E-02   -1.087623E-03
1.422917E-02   1.294956E-04
1.425000E-02   1.757070E-03
1.427083E-02   2.683218E-03
1.429167E-02   4.421986E-03
1.431250E-02   5.586532E-03
1.433333E-02   5.352410E-03
1.435417E-02   6.307598E-03
1.437500E-02   6.489431E-03
1.439583E-02   7.575362E-03
1.441667E-02   1.018901E-02
1.443750E-02   1.200697E-02
1.445833E-02   1.346267E-02
1.447917E-02   1.496886E-02
