Impulse reponse
Numpoints = 65536
SamplingRate = 48000 Hz
Time(s)       Amplitude(V)
1.664583E-02   -3.754843E-04
1.666667E-02   -3.243971E-04
1.668750E-02   -3.539223E-04
1.670833E-02   -2.941802E-04
1.672917E-02   -9.278088E-05
1.675000E-02   1.604029E-04
1.677083E-02   2.161978E-04
1.679167E-02   1.363673E-04
1.681250E-02   1.736585E-04
1.683333E-02   2.413122E-04
1.685417E-02   2.699445E-04
1.687500E-02   1.522484E-04
1.689583E-02   -5.311572E-05
1.691667E-02   -1.815295E-04
1.693750E-02   -3.909907E-04
1.695833E-02   -6.132304E-04
1.697917E-02   -7.722081E-04
1.700000E-02   -1.015028E-03
1.702083E-02   -1.245109E-03
1.704167E-02   -1.323489E-03
1.706250E-02   -1.341241E-03
1.708333E-02   -1.267531E-03
1.710417E-02   -1.223275E-03
1.712500E-02   -1.124606E-03
1.714583E-02   -9.959408E-04
1.716667E-02   -1.081160E-03
1.718750E-02   -1.210524E-03
1.720833E-02   -1.303152E-03
1.722917E-02   -1.298598E-03
1.725000E-02   -1.193417E-03
1.727083E-02   -1.233396E-03
1.729167E-02   -1.322445E-03
1.731250E-02   -1.191273E-03
1.733333E-02   -9.668439E-04
1.735417E-02   -8.547956E-04
1.737500E-02   -7.271840E-04
